id,gp,first_name,last_name,team_id,team_code,team_name,position,position_id,cr,pdk,min,starter,pts,ast,reb,stl,blk,blka,fgm,fgm_tot,fga,fga_tot,tpm,tpm_tot,tpa,tpa_tot,ftm,ftm_tot,fta,fta_tot,oreb,dreb,tov,pf,fouls_received,plus_minus,fgp,tpp,ftp,slug
2070,14,Mbaye,Ndiaye,40,ASV,LDLC ASVEL Villeurbanne,F,2,0.0,105.50,273,5,101,11,41,9,8,1,38,38.00,72,72.00,13,13.00,32,32.00,12,12.00,18,18.00,10,31,15,28,14,-38,52.8,40.6,66.7,mbaye-ndiaye
2072,22,Edwin,Jackson,40,ASV,LDLC ASVEL Villeurbanne,G,1,0.0,43.40,331,3,80,14,32,5,0,5,30,30.00,87,87.00,12,12.00,48,48.00,8,8.00,8,8.00,8,24,12,37,19,-55,34.5,25.0,100.0,edwin-jackson
2507,33,Neal,Sako,40,ASV,LDLC ASVEL Villeurbanne,C,3,0.0,429.10,725,27,297,27,203,26,16,12,126,126.00,185,185.00,0,0,0,0,45,45.00,79,79.00,90,113,29,94,70,-65,68.1,0.0,57.0,neal-sako
2508,27,Melvin,Ajinca,40,ASV,LDLC ASVEL Villeurbanne,F,2,0.0,76.80,390,11,147,9,32,2,0,5,51,51.00,114,114.00,35,35.00,82,82.00,10,10.00,11,11.00,7,25,17,45,14,-73,44.7,42.7,90.9,melvin-ajinca
2509,33,Theo,Maledon,40,ASV,LDLC ASVEL Villeurbanne,G,1,0.0,713.30,911,33,561,153,114,33,5,15,149,149.00,339,339.00,55,55.00,160,160.00,208,208.00,230,230.00,14,100,97,58,195,-58,44.0,34.4,90.4,theo-maledon
2511,34,Shaquille,Harrison,40,ASV,LDLC ASVEL Villeurbanne,G,1,0.0,154.90,556,12,177,54,55,39,8,14,71,71.00,152,152.00,15,15.00,36,36.00,20,20.00,35,35.00,10,45,38,80,43,-68,46.7,41.7,57.1,shaquille-harrison
2520,6,Mbiya,Paul,40,ASV,LDLC ASVEL Villeurbanne,C,3,0.0,5.70,23,0,4,0,6,1,3,1,2,2.00,4,4.00,0,0,0,0,0,0,5,5.00,2,4,0,4,3,-10,50.0,0.0,0.0,mbiya-paul
2521,5,Yohann,Sissoko,40,ASV,LDLC ASVEL Villeurbanne,F,2,0.0,7.00,34,0,4,4,7,0,0,0,1,1.00,3,3.00,1,1.00,2,2.00,1,1.00,2,2.00,0,7,2,7,4,-1,33.3,50.0,50.0,yohann-sissoko
2588,25,Andre,Roberson,40,ASV,LDLC ASVEL Villeurbanne,F,2,0.0,271.70,646,18,210,36,155,29,27,8,80,80.00,175,175.00,25,25.00,70,70.00,25,25.00,41,41.00,45,110,42,66,31,30,45.7,35.7,61.0,andre-roberson
1248,33,Roman,Sorkin,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,406.60,771,23,427,35,135,18,16,12,162,162.00,318,318.00,31,31.00,91,91.00,72,72.00,85,85.00,56,79,50,81,75,-66,50.9,34.1,84.7,roman-sorkin
1249,14,Rafi,Menco,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,36.90,124,1,40,5,17,2,0,0,15,15.00,30,30.00,10,10.00,22,22.00,0,0,0,0,5,12,4,12,2,-19,50.0,45.5,0.0,rafi-menco
1300,20,Jasiel,Rivero,41,MTA,Maccabi Playtika Tel Aviv,C,3,0.0,256.60,439,9,204,26,87,16,9,9,87,87.00,148,148.00,2,2.00,11,11.00,28,28.00,48,48.00,35,52,22,40,57,-71,58.8,18.2,58.3,jasiel-rivero
1349,23,Jake,Cohen,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,60.50,219,0,64,10,35,3,0,4,21,21.00,43,43.00,5,5.00,15,15.00,17,17.00,17,17.00,14,21,14,26,13,-12,48.8,33.3,100.0,jake-cohen
1351,33,John,Dibartolomeo,41,MTA,Maccabi Playtika Tel Aviv,G,1,0.0,181.20,575,6,170,22,62,22,0,3,51,51.00,124,124.00,44,44.00,103,103.00,24,24.00,27,27.00,24,38,8,76,59,-75,41.1,42.7,88.9,john-dibartolomeo
1370,28,Rokas,Jokubaitis,41,MTA,Maccabi Playtika Tel Aviv,G,1,0.0,452.10,685,24,353,131,89,28,1,6,135,135.00,248,248.00,23,23.00,62,62.00,60,60.00,70,70.00,23,66,73,48,86,-106,54.4,37.1,85.7,rokas-jokubaitis
1462,26,Tamir,Blatt,41,MTA,Maccabi Playtika Tel Aviv,G,1,0.0,311.60,629,23,231,175,62,12,0,4,70,70.00,186,186.00,53,53.00,149,149.00,38,38.00,40,40.00,10,52,75,34,54,-70,37.6,35.6,95.0,tamir-blatt
1587,24,Jaylen,Hoard,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,433.50,735,22,353,33,121,31,6,8,133,133.00,232,232.00,11,11.00,34,34.00,76,76.00,97,97.00,31,90,21,46,72,-23,57.3,32.4,78.4,jaylen-hoard
2004,32,Trevion,Williams,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,364.40,637,11,314,77,208,19,15,11,128,128.00,264,264.00,16,16.00,60,60.00,42,42.00,63,63.00,66,142,78,91,54,-119,48.5,26.7,66.7,trevion-williams
2184,8,Omer,Mayer,41,MTA,Maccabi Playtika Tel Aviv,G,1,0.0,18.40,66,0,21,16,5,3,0,2,6,6.00,18,18.00,5,5.00,10,10.00,4,4.00,4,4.00,1,4,12,8,5,-2,33.3,50.0,100.0,omer-mayer
2531,33,Levi,Randolph,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,412.40,915,33,396,58,126,20,0,11,139,139.00,304,304.00,32,32.00,82,82.00,86,86.00,94,94.00,41,85,39,71,95,-59,45.7,39.0,91.5,levi-randolph
2532,33,William,Rayman,41,MTA,Maccabi Playtika Tel Aviv,F,2,0.0,114.60,376,8,86,5,102,6,4,6,24,24.00,60,60.00,8,8.00,20,20.00,30,30.00,40,40.00,41,61,6,80,43,-31,40.0,40.0,75.0,william-rayman
2589,20,Marial,Shayok,41,MTA,Maccabi Playtika Tel Aviv,G,1,0.0,91.10,302,3,114,20,41,14,0,8,41,41.00,101,101.00,19,19.00,57,57.00,13,13.00,16,16.00,13,28,11,42,21,-68,40.6,33.3,81.3,marial-shayok
2632,8,Jimmy,Clark Iii,41,MTA,Maccabi Playtika Tel Aviv,G,1,0.0,77.20,152,2,80,32,19,9,1,3,28,28.00,67,67.00,8,8.00,24,24.00,16,16.00,20,20.00,1,18,20,19,15,39,41.8,33.3,80.0,jimmy-clark-iii
1177,20,Tyler,Dorsey,42,OLY,Olympiacos Piraeus,G,1,4.0,43.10,202,2,66,21,19,4,1,2,21,21.00,64,64.00,12,12.00,41,41.00,12,12.00,20,20.00,2,17,19,22,23,-27,32.8,29.3,60.0,tyler-dorsey
1214,33,Luca,Vildoza,42,OLY,Olympiacos Piraeus,G,1,5.9,188.10,583,10,157,90,49,24,3,2,54,54.00,134,134.00,35,35.00,95,95.00,14,14.00,17,17.00,3,46,31,72,39,2,40.3,36.8,82.4,luca-vildoza
1320,35,Nigel,Williams-goss,42,OLY,Olympiacos Piraeus,G,1,9.3,326.20,802,20,302,119,74,26,2,6,100,100.00,227,227.00,25,25.00,70,70.00,77,77.00,93,93.00,6,68,63,93,82,101,44.1,35.7,82.8,nigel-williams-goss
1334,38,Shaquielle,Mckissic,42,OLY,Olympiacos Piraeus,G,1,5.8,300.00,624,0,288,62,82,20,1,10,98,98.00,211,211.00,34,34.00,109,109.00,58,58.00,89,89.00,25,57,38,54,69,19,46.4,31.2,65.2,shaquielle-mckissic
1336,40,Alec,Peters,42,OLY,Olympiacos Piraeus,F,2,9.4,387.20,657,4,325,32,105,11,2,9,109,109.00,202,202.00,46,46.00,88,88.00,61,61.00,65,65.00,38,67,17,64,72,96,54.0,52.3,93.8,alec-peters
1338,38,Kostas,Papanikolaou,42,OLY,Olympiacos Piraeus,F,2,6.9,256.80,713,29,183,78,107,24,12,3,61,61.00,147,147.00,34,34.00,100,100.00,27,27.00,39,39.00,22,85,29,72,35,115,41.5,34.0,69.2,kostas-papanikolaou
1339,38,Sasha,Vezenkov,42,OLY,Olympiacos Piraeus,F,2,21.2,967.10,1155,38,751,70,248,36,7,13,258,258.00,476,476.00,71,71.00,186,186.00,164,164.00,185,185.00,71,177,41,50,131,212,54.2,38.2,88.6,sasha-vezenkov
1340,35,Moustapha,Fall,42,OLY,Olympiacos Piraeus,C,3,8.8,315.60,608,32,202,67,101,10,28,4,87,87.00,118,118.00,0,0,0,0,28,28.00,68,68.00,46,55,33,84,76,111,73.7,0.0,41.2,moustapha-fall
